"id","dummyExpoSplit","milConflictCode","exposureName","exposureValue","percent"
169,2,"ODSS","Petrochemical Fuels or Fumes","No",91.72
190,2,"ODSS","Petrochemical Fuels or Fumes","Yes",95.69
44,2,"ODSS","Petrochemical Fuels or Fumes","No",16.57
108,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",94.24
56,2,"ODSS","Petrochemical Fuels or Fumes","No",81.89
264,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",89.64
62,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",97.68
323,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",85.39
387,2,"ODSS","Petrochemical Fuels or Fumes","No",91.56
208,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",81.32
46,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",90.52
182,2,"ODSS","Petrochemical Fuels or Fumes","Yes",16.11
103,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",80.62
410,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",92.76
191,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",87.35
131,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",0.54
58,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",81.93
138,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",88.03
350,2,"ODSS","Petrochemical Fuels or Fumes","No",80.25
128,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",93.61
241,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","No",79.22
75,2,"ODSS","Petrochemical Fuels or Fumes","Yes",2.17
414,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",84.19
370,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Don't Know",3.49
386,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","No",83.26
189,2,"ODSS","Petrochemical Fuels or Fumes","Don't Know",88.74
222,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",90.7
259,2,"OIF/OEF/OND","Petrochemical Fuels or Fumes","Yes",80.59
415,1,"ODSS","Industrial Pollution","No",52.93
299,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",58.34
229,1,"OIF/OEF/OND","Industrial Pollution","Yes",54.81
418,1,"ODSS","Industrial Pollution","Yes",25.9
374,1,"ODSS","Industrial Pollution","Yes",55.28
153,1,"ODSS","Industrial Pollution","Don't Know",58.3
91,1,"OIF/OEF/OND","Industrial Pollution","No",52.14
407,1,"ODSS","Industrial Pollution","No",52.99
348,1,"OIF/OEF/OND","Industrial Pollution","Yes",31.2
137,1,"OIF/OEF/OND","Industrial Pollution","Yes",59.27
26,1,"ODSS","Industrial Pollution","Yes",22.46
7,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",57.5
402,1,"OIF/OEF/OND","Industrial Pollution","No",55.42
43,1,"OIF/OEF/OND","Industrial Pollution","Yes",62.57
332,1,"OIF/OEF/OND","Industrial Pollution","No",56.87
143,1,"ODSS","Industrial Pollution","No",9.51
263,1,"ODSS","Industrial Pollution","No",49.34
330,1,"ODSS","Industrial Pollution","Don't Know",59.62
309,1,"ODSS","Industrial Pollution","Don't Know",60.26
135,1,"OIF/OEF/OND","Industrial Pollution","Yes",21.64
382,1,"ODSS","Industrial Pollution","Don't Know",26.24
290,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",62.58
72,1,"ODSS","Industrial Pollution","No",47.67
63,1,"ODSS","Industrial Pollution","Don't Know",60.35
141,1,"ODSS","Industrial Pollution","Yes",55.22
347,1,"OIF/OEF/OND","Industrial Pollution","Yes",19.9
409,1,"ODSS","Industrial Pollution","Yes",14.44
294,1,"ODSS","Industrial Pollution","Don't Know",60.38
277,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",13.98
408,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",31.6
223,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",59.65
16,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",13.47
94,1,"OIF/OEF/OND","Industrial Pollution","No",16.05
235,1,"OIF/OEF/OND","Industrial Pollution","No",29.97
86,1,"ODSS","Industrial Pollution","No",60.06
209,1,"ODSS","Industrial Pollution","Don't Know",54.24
416,1,"OIF/OEF/OND","Industrial Pollution","No",50.97
34,1,"OIF/OEF/OND","Industrial Pollution","Yes",55.49
4,1,"OIF/OEF/OND","Industrial Pollution","No",22.77
13,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",19.28
375,1,"ODSS","Industrial Pollution","No",58.73
243,1,"ODSS","Industrial Pollution","Yes",49.17
308,1,"ODSS","Industrial Pollution","Yes",57.95
278,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",14.79
89,1,"ODSS","Industrial Pollution","Don't Know",49.01
25,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",61.43
121,1,"ODSS","Industrial Pollution","No",23.22
110,1,"OIF/OEF/OND","Industrial Pollution","Yes",49.37
64,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",11.97
67,1,"OIF/OEF/OND","Industrial Pollution","Yes",18.04
160,1,"ODSS","Industrial Pollution","Don't Know",29.04
155,1,"OIF/OEF/OND","Industrial Pollution","No",23.79
55,1,"ODSS","Industrial Pollution","Yes",56.54
238,1,"ODSS","Industrial Pollution","Yes",45.27
164,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",68
52,1,"ODSS","Industrial Pollution","Yes",52.32
368,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",48.78
133,1,"OIF/OEF/OND","Industrial Pollution","Yes",64.12
117,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",59.78
237,1,"ODSS","Industrial Pollution","Yes",52.39
283,1,"ODSS","Industrial Pollution","Don't Know",22.14
45,1,"ODSS","Industrial Pollution","No",28.5
146,1,"ODSS","Industrial Pollution","Yes",15.04
206,1,"ODSS","Industrial Pollution","Yes",28.8
176,1,"OIF/OEF/OND","Industrial Pollution","No",25.55
173,1,"ODSS","Industrial Pollution","Yes",60.47
204,1,"OIF/OEF/OND","Industrial Pollution","No",50.88
24,1,"OIF/OEF/OND","Industrial Pollution","No",59.92
390,1,"OIF/OEF/OND","Industrial Pollution","No",49.85
317,1,"OIF/OEF/OND","Industrial Pollution","Yes",23.84
377,1,"OIF/OEF/OND","Industrial Pollution","Yes",23.91
80,1,"OIF/OEF/OND","Industrial Pollution","Yes",59.66
366,1,"OIF/OEF/OND","Industrial Pollution","No",60.31
300,1,"OIF/OEF/OND","Industrial Pollution","Yes",23.55
258,1,"OIF/OEF/OND","Industrial Pollution","No",51.01
247,1,"ODSS","Industrial Pollution","Yes",12.26
322,1,"OIF/OEF/OND","Industrial Pollution","Yes",34.01
21,1,"ODSS","Industrial Pollution","Don't Know",15.88
378,1,"ODSS","Industrial Pollution","No",57.59
284,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",19.29
334,1,"OIF/OEF/OND","Industrial Pollution","Yes",27.39
167,1,"ODSS","Industrial Pollution","No",56.08
82,1,"OIF/OEF/OND","Industrial Pollution","Yes",51.88
96,1,"ODSS","Industrial Pollution","Don't Know",57.37
307,1,"OIF/OEF/OND","Industrial Pollution","Yes",56.74
126,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",52.4
413,1,"ODSS","Industrial Pollution","Don't Know",63.37
419,1,"ODSS","Industrial Pollution","Don't Know",26.29
320,1,"OIF/OEF/OND","Industrial Pollution","Yes",22.09
144,1,"OIF/OEF/OND","Industrial Pollution","Yes",58.73
297,1,"ODSS","Industrial Pollution","Don't Know",55.13
172,1,"ODSS","Industrial Pollution","Don't Know",53.08
269,1,"ODSS","Industrial Pollution","Yes",17.87
147,1,"ODSS","Industrial Pollution","Don't Know",17.72
228,1,"ODSS","Industrial Pollution","Don't Know",28.47
230,1,"OIF/OEF/OND","Industrial Pollution","Yes",59.65
181,1,"ODSS","Industrial Pollution","No",51.34
287,1,"ODSS","Industrial Pollution","Don't Know",16.55
193,1,"OIF/OEF/OND","Industrial Pollution","Yes",33.04
47,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",19.19
100,1,"ODSS","Industrial Pollution","No",18.78
313,1,"OIF/OEF/OND","Industrial Pollution","No",50.24
119,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",50.06
169,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",26.19
190,1,"OIF/OEF/OND","Industrial Pollution","No",56.62
44,1,"OIF/OEF/OND","Industrial Pollution","Yes",56.67
108,1,"OIF/OEF/OND","Industrial Pollution","Yes",55.1
56,1,"ODSS","Industrial Pollution","Yes",61.23
264,1,"ODSS","Industrial Pollution","Yes",31.73
62,1,"ODSS","Industrial Pollution","Don't Know",58.35
323,1,"ODSS","Industrial Pollution","Yes",49.64
387,1,"ODSS","Industrial Pollution","Yes",55.66
208,1,"ODSS","Industrial Pollution","No",27.2
46,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",28.89
182,1,"OIF/OEF/OND","Industrial Pollution","Yes",21.78
103,1,"ODSS","Industrial Pollution","Yes",55.71
410,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",31.08
191,1,"OIF/OEF/OND","Industrial Pollution","Yes",17.53
131,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",20.48
58,1,"ODSS","Industrial Pollution","No",12.7
138,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",51.98
350,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",56.34
128,1,"OIF/OEF/OND","Industrial Pollution","Don't Know",28.17
241,1,"OIF/OEF/OND","Industrial Pollution","No",50.91
75,1,"OIF/OEF/OND","Industrial Pollution","No",29.09
414,1,"ODSS","Industrial Pollution","Don't Know",52.47
370,1,"OIF/OEF/OND","Industrial Pollution","Yes",11.63
386,1,"OIF/OEF/OND","Industrial Pollution","No",49.6
189,1,"ODSS","Industrial Pollution","Don't Know",15.11
222,1,"ODSS","Industrial Pollution","No",22.17
259,1,"OIF/OEF/OND","Industrial Pollution","No",50.36
415,2,"ODSS","Prophylactic Meds","No",73.01
299,2,"OIF/OEF/OND","Prophylactic Meds","Yes",20.91
229,2,"ODSS","Prophylactic Meds","No",23.26
418,2,"ODSS","Prophylactic Meds","Don't Know",10.26
374,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",60.14
153,2,"ODSS","Prophylactic Meds","Don't Know",72.55
91,2,"OIF/OEF/OND","Prophylactic Meds","Yes",67.37
407,2,"OIF/OEF/OND","Prophylactic Meds","Yes",71.13
348,2,"ODSS","Prophylactic Meds","No",66.18
137,2,"OIF/OEF/OND","Prophylactic Meds","No",15.95
26,2,"OIF/OEF/OND","Prophylactic Meds","No",66.81
7,2,"OIF/OEF/OND","Prophylactic Meds","Yes",17.32
402,2,"OIF/OEF/OND","Prophylactic Meds","No",65.26
43,2,"ODSS","Prophylactic Meds","Yes",62.62
332,2,"ODSS","Prophylactic Meds","No",63.58
143,2,"ODSS","Prophylactic Meds","Don't Know",15.5
263,2,"OIF/OEF/OND","Prophylactic Meds","Yes",10.48
330,2,"OIF/OEF/OND","Prophylactic Meds","No",67.34
309,2,"ODSS","Prophylactic Meds","No",10.52
135,2,"ODSS","Prophylactic Meds","Yes",67.91
382,2,"OIF/OEF/OND","Prophylactic Meds","Yes",66.97
290,2,"OIF/OEF/OND","Prophylactic Meds","Yes",74.58
72,2,"ODSS","Prophylactic Meds","Don't Know",14.28
63,2,"ODSS","Prophylactic Meds","No",12.37
141,2,"ODSS","Prophylactic Meds","Don't Know",65.96
347,2,"ODSS","Prophylactic Meds","No",19.43
409,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",9.12
294,2,"OIF/OEF/OND","Prophylactic Meds","Yes",72.92
277,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",18.2
408,2,"ODSS","Prophylactic Meds","No",16.73
223,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",66.68
16,2,"OIF/OEF/OND","Prophylactic Meds","No",67.37
94,2,"ODSS","Prophylactic Meds","Yes",71.16
235,2,"ODSS","Prophylactic Meds","No",70.69
86,2,"OIF/OEF/OND","Prophylactic Meds","No",71.37
209,2,"ODSS","Prophylactic Meds","Yes",74.84
416,2,"ODSS","Prophylactic Meds","No",72.32
34,2,"ODSS","Prophylactic Meds","Yes",66.09
4,2,"ODSS","Prophylactic Meds","Yes",70.69
13,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",72.23
375,2,"OIF/OEF/OND","Prophylactic Meds","Yes",68.74
243,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",15.59
308,2,"ODSS","Prophylactic Meds","Yes",68.38
278,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",61.56
89,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",65.97
25,2,"ODSS","Prophylactic Meds","Yes",16.57
121,2,"ODSS","Prophylactic Meds","Don't Know",70.13
110,2,"OIF/OEF/OND","Prophylactic Meds","Yes",19.14
64,2,"OIF/OEF/OND","Prophylactic Meds","No",74.89
67,2,"ODSS","Prophylactic Meds","Don't Know",20.15
160,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",71.03
155,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",68.71
55,2,"ODSS","Prophylactic Meds","No",68.15
238,2,"OIF/OEF/OND","Prophylactic Meds","Yes",62.67
164,2,"ODSS","Prophylactic Meds","Yes",71.07
52,2,"OIF/OEF/OND","Prophylactic Meds","Yes",72.9
368,2,"ODSS","Prophylactic Meds","Don't Know",68.85
133,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",66.26
117,2,"ODSS","Prophylactic Meds","No",67.59
237,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",21.16
283,2,"OIF/OEF/OND","Prophylactic Meds","No",68.02
45,2,"OIF/OEF/OND","Prophylactic Meds","No",16.98
146,2,"OIF/OEF/OND","Prophylactic Meds","No",13.16
206,2,"ODSS","Prophylactic Meds","Yes",68.29
176,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",16.67
173,2,"OIF/OEF/OND","Prophylactic Meds","Yes",12.82
204,2,"ODSS","Prophylactic Meds","No",12.31
24,2,"ODSS","Prophylactic Meds","Yes",70.45
390,2,"OIF/OEF/OND","Prophylactic Meds","Yes",69.86
317,2,"ODSS","Prophylactic Meds","Don't Know",18.78
377,2,"ODSS","Prophylactic Meds","Don't Know",68.94
80,2,"ODSS","Prophylactic Meds","Yes",57.22
366,2,"ODSS","Prophylactic Meds","No",68.7
300,2,"OIF/OEF/OND","Prophylactic Meds","Yes",64.68
258,2,"ODSS","Prophylactic Meds","Don't Know",79.25
247,2,"ODSS","Prophylactic Meds","Don't Know",18.54
322,2,"OIF/OEF/OND","Prophylactic Meds","Yes",69.86
21,2,"ODSS","Prophylactic Meds","Don't Know",73.27
378,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",66.91
284,2,"OIF/OEF/OND","Prophylactic Meds","Yes",66.22
334,2,"ODSS","Prophylactic Meds","Don't Know",58.13
167,2,"ODSS","Prophylactic Meds","Don't Know",72.25
82,2,"OIF/OEF/OND","Prophylactic Meds","No",72.18
96,2,"ODSS","Prophylactic Meds","No",66.52
307,2,"OIF/OEF/OND","Prophylactic Meds","Yes",63.2
126,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",19.64
413,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",60.4
419,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",68.43
320,2,"OIF/OEF/OND","Prophylactic Meds","Yes",60.08
144,2,"OIF/OEF/OND","Prophylactic Meds","Yes",65.51
297,2,"OIF/OEF/OND","Prophylactic Meds","Yes",20.07
172,2,"ODSS","Prophylactic Meds","Don't Know",69.69
269,2,"ODSS","Prophylactic Meds","Yes",14.24
147,2,"OIF/OEF/OND","Prophylactic Meds","Yes",22.92
228,2,"ODSS","Prophylactic Meds","No",20.24
230,2,"ODSS","Prophylactic Meds","No",18.23
181,2,"OIF/OEF/OND","Prophylactic Meds","No",71.36
287,2,"ODSS","Prophylactic Meds","Don't Know",63.87
193,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",15.47
47,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",14.84
100,2,"ODSS","Prophylactic Meds","Yes",73.82
313,2,"OIF/OEF/OND","Prophylactic Meds","Yes",66.3
119,2,"OIF/OEF/OND","Prophylactic Meds","Yes",60.48
169,2,"OIF/OEF/OND","Prophylactic Meds","No",67.15
190,2,"ODSS","Prophylactic Meds","Don't Know",61.99
44,2,"ODSS","Prophylactic Meds","Yes",69.82
108,2,"OIF/OEF/OND","Prophylactic Meds","No",12.39
56,2,"ODSS","Prophylactic Meds","Yes",69.68
264,2,"ODSS","Prophylactic Meds","Don't Know",18.14
62,2,"OIF/OEF/OND","Prophylactic Meds","No",67.38
323,2,"OIF/OEF/OND","Prophylactic Meds","Yes",66.51
387,2,"ODSS","Prophylactic Meds","Don't Know",64.57
208,2,"OIF/OEF/OND","Prophylactic Meds","Yes",71.27
46,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",60.89
182,2,"ODSS","Prophylactic Meds","Yes",14.35
103,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",68.29
410,2,"ODSS","Prophylactic Meds","Yes",13.38
191,2,"OIF/OEF/OND","Prophylactic Meds","No",64.9
131,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",16.34
58,2,"ODSS","Prophylactic Meds","No",63.74
138,2,"OIF/OEF/OND","Prophylactic Meds","No",66.04
350,2,"OIF/OEF/OND","Prophylactic Meds","No",63.01
128,2,"OIF/OEF/OND","Prophylactic Meds","No",62.81
241,2,"ODSS","Prophylactic Meds","Don't Know",67.05
75,2,"OIF/OEF/OND","Prophylactic Meds","Yes",67.17
414,2,"ODSS","Prophylactic Meds","Yes",20.14
370,2,"ODSS","Prophylactic Meds","Yes",19.89
386,2,"OIF/OEF/OND","Prophylactic Meds","No",19.88
189,2,"OIF/OEF/OND","Prophylactic Meds","No",14.73
222,2,"ODSS","Prophylactic Meds","Don't Know",64.34
259,2,"OIF/OEF/OND","Prophylactic Meds","Don't Know",62.01
415,2,"ODSS","Radar/Microwaves","Don't Know",29.49
299,2,"OIF/OEF/OND","Radar/Microwaves","No",44.4
229,2,"ODSS","Radar/Microwaves","Yes",39.94
418,2,"ODSS","Radar/Microwaves","Don't Know",38.36
374,2,"ODSS","Radar/Microwaves","No",26.23
153,2,"OIF/OEF/OND","Radar/Microwaves","Yes",26.96
91,2,"ODSS","Radar/Microwaves","Yes",43.11
407,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",36.3
348,2,"OIF/OEF/OND","Radar/Microwaves","No",49.26
137,2,"ODSS","Radar/Microwaves","Don't Know",32.12
26,2,"ODSS","Radar/Microwaves","No",53
7,2,"OIF/OEF/OND","Radar/Microwaves","Yes",37.38
402,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",35.98
43,2,"ODSS","Radar/Microwaves","No",25.33
332,2,"OIF/OEF/OND","Radar/Microwaves","No",39.7
143,2,"ODSS","Radar/Microwaves","No",32.93
263,2,"OIF/OEF/OND","Radar/Microwaves","No",43.56
330,2,"ODSS","Radar/Microwaves","Don't Know",41.35
309,2,"OIF/OEF/OND","Radar/Microwaves","No",43.07
135,2,"ODSS","Radar/Microwaves","Don't Know",23.24
382,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",35.87
290,2,"ODSS","Radar/Microwaves","Yes",44.87
72,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",22.05
63,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",34.53
141,2,"ODSS","Radar/Microwaves","No",41.65
347,2,"ODSS","Radar/Microwaves","Yes",40.9
409,2,"ODSS","Radar/Microwaves","No",21.07
294,2,"ODSS","Radar/Microwaves","No",31.99
277,2,"ODSS","Radar/Microwaves","Don't Know",39.26
408,2,"OIF/OEF/OND","Radar/Microwaves","Yes",36.73
223,2,"ODSS","Radar/Microwaves","No",37.43
16,2,"ODSS","Radar/Microwaves","Yes",23.59
94,2,"OIF/OEF/OND","Radar/Microwaves","No",24.36
235,2,"OIF/OEF/OND","Radar/Microwaves","No",36.88
86,2,"OIF/OEF/OND","Radar/Microwaves","Yes",33.92
209,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",32.8
416,2,"OIF/OEF/OND","Radar/Microwaves","No",40.61
34,2,"ODSS","Radar/Microwaves","Don't Know",40.49
4,2,"ODSS","Radar/Microwaves","Yes",36.95
13,2,"ODSS","Radar/Microwaves","No",28.26
375,2,"OIF/OEF/OND","Radar/Microwaves","No",26.01
243,2,"ODSS","Radar/Microwaves","Don't Know",39.35
308,2,"ODSS","Radar/Microwaves","Don't Know",42.33
278,2,"OIF/OEF/OND","Radar/Microwaves","No",39.18
89,2,"OIF/OEF/OND","Radar/Microwaves","No",26.2
25,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",33.02
121,2,"OIF/OEF/OND","Radar/Microwaves","Yes",31.76
110,2,"OIF/OEF/OND","Radar/Microwaves","Yes",33.31
64,2,"OIF/OEF/OND","Radar/Microwaves","No",21.83
67,2,"ODSS","Radar/Microwaves","Don't Know",38.66
160,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",31.63
155,2,"OIF/OEF/OND","Radar/Microwaves","Yes",26.7
55,2,"ODSS","Radar/Microwaves","No",37.2
238,2,"ODSS","Radar/Microwaves","Yes",43.06
164,2,"ODSS","Radar/Microwaves","Don't Know",29.22
52,2,"OIF/OEF/OND","Radar/Microwaves","Yes",35.33
368,2,"ODSS","Radar/Microwaves","Yes",32.52
133,2,"ODSS","Radar/Microwaves","Yes",47.09
117,2,"OIF/OEF/OND","Radar/Microwaves","Yes",37.98
237,2,"ODSS","Radar/Microwaves","No",39.35
283,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",35.13
45,2,"ODSS","Radar/Microwaves","Don't Know",38.03
146,2,"ODSS","Radar/Microwaves","No",46.53
206,2,"ODSS","Radar/Microwaves","Yes",25.41
176,2,"OIF/OEF/OND","Radar/Microwaves","No",38.1
173,2,"ODSS","Radar/Microwaves","Don't Know",46.18
204,2,"ODSS","Radar/Microwaves","No",40
24,2,"OIF/OEF/OND","Radar/Microwaves","No",32.94
390,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",45.03
317,2,"ODSS","Radar/Microwaves","No",33.43
377,2,"OIF/OEF/OND","Radar/Microwaves","Yes",23.2
80,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",38.13
366,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",23.33
300,2,"OIF/OEF/OND","Radar/Microwaves","Yes",40.68
258,2,"OIF/OEF/OND","Radar/Microwaves","No",48.35
247,2,"OIF/OEF/OND","Radar/Microwaves","Yes",34.94
322,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",34.54
21,2,"ODSS","Radar/Microwaves","Yes",26.17
378,2,"OIF/OEF/OND","Radar/Microwaves","Yes",27.07
284,2,"ODSS","Radar/Microwaves","No",38.35
334,2,"ODSS","Radar/Microwaves","Yes",34.94
167,2,"ODSS","Radar/Microwaves","No",43.26
82,2,"OIF/OEF/OND","Radar/Microwaves","Yes",41.33
96,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",36.83
307,2,"OIF/OEF/OND","Radar/Microwaves","No",41.67
126,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",32.95
413,2,"ODSS","Radar/Microwaves","No",49.92
419,2,"OIF/OEF/OND","Radar/Microwaves","No",45.37
320,2,"OIF/OEF/OND","Radar/Microwaves","No",40.32
144,2,"ODSS","Radar/Microwaves","No",18.01
297,2,"ODSS","Radar/Microwaves","Don't Know",42.92
172,2,"ODSS","Radar/Microwaves","Yes",40.4
269,2,"ODSS","Radar/Microwaves","No",38.6
147,2,"OIF/OEF/OND","Radar/Microwaves","No",25.03
228,2,"ODSS","Radar/Microwaves","No",32.71
230,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",31.62
181,2,"ODSS","Radar/Microwaves","No",47.04
287,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",24.57
193,2,"ODSS","Radar/Microwaves","No",32.8
47,2,"ODSS","Radar/Microwaves","No",36.16
100,2,"OIF/OEF/OND","Radar/Microwaves","Yes",22.72
313,2,"ODSS","Radar/Microwaves","Don't Know",32.28
119,2,"OIF/OEF/OND","Radar/Microwaves","No",23.11
169,2,"ODSS","Radar/Microwaves","No",22.97
190,2,"ODSS","Radar/Microwaves","Yes",41.56
44,2,"OIF/OEF/OND","Radar/Microwaves","Yes",30.8
108,2,"ODSS","Radar/Microwaves","Don't Know",19.73
56,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",23.22
264,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",36.98
62,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",41.55
323,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",26.27
387,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",37.6
208,2,"OIF/OEF/OND","Radar/Microwaves","Yes",24.79
46,2,"ODSS","Radar/Microwaves","Don't Know",29.72
182,2,"OIF/OEF/OND","Radar/Microwaves","No",41.86
103,2,"ODSS","Radar/Microwaves","Don't Know",47.1
410,2,"OIF/OEF/OND","Radar/Microwaves","Yes",19.33
191,2,"OIF/OEF/OND","Radar/Microwaves","Yes",27.97
131,2,"ODSS","Radar/Microwaves","No",33.01
58,2,"ODSS","Radar/Microwaves","Yes",44.82
138,2,"ODSS","Radar/Microwaves","Don't Know",21.49
350,2,"ODSS","Radar/Microwaves","No",35.05
128,2,"ODSS","Radar/Microwaves","Yes",24.95
241,2,"OIF/OEF/OND","Radar/Microwaves","Yes",25.94
75,2,"ODSS","Radar/Microwaves","No",36.45
414,2,"OIF/OEF/OND","Radar/Microwaves","No",19.14
370,2,"ODSS","Radar/Microwaves","No",29.2
386,2,"ODSS","Radar/Microwaves","Yes",31.34
189,2,"OIF/OEF/OND","Radar/Microwaves","No",37.11
222,2,"ODSS","Radar/Microwaves","No",35.59
259,2,"OIF/OEF/OND","Radar/Microwaves","Don't Know",37.46
415,1,"ODSS","Ionizing Radiation","Yes",39.19
299,1,"OIF/OEF/OND","Ionizing Radiation","Don't Know",25.54
229,1,"OIF/OEF/OND","Ionizing Radiation","No",22.28
418,1,"OIF/OEF/OND","Ionizing Radiation","Don't Know",28.24
374,1,"OIF/OEF/OND","Ionizing Radiation","Yes",52.33
153,1,"ODSS","Ionizing Radiation","No",44.15
91,1,"ODSS","Ionizing Radiation","No",45.93
407,1,"ODSS","Ionizing Radiation","Don't Know",47.62
348,1,"ODSS","Ionizing Radiation","No",29.15
137,1,"ODSS","Ionizing Radiation","Don't Know",35.71
26,1,"ODSS","Ionizing Radiation","Yes",38.84
7,1,"ODSS","Ionizing Radiation","Yes",27.57
402,1,"OIF/OEF/OND","Ionizing Radiation","Yes",13.39
43,1,"OIF/OEF/OND","Ionizing Radiation","No",38.85
332,1,"OIF/OEF/OND","Ionizing Radiation","Don't Know",24.34
143,1,"OIF/OEF/OND","Ionizing Radiation","No",17.74
263,1,"ODSS","Ionizing Radiation","No",51.52
330,1,"ODSS","Ionizing Radiation","No",13.38
309,1,"ODSS","Ionizing Radiation","Yes",41.18
135,1,"OIF/OEF/OND","Ionizing Radiation","No",43.04
382,1,"OIF/OEF/OND","Ionizing Radiation","Yes",37.01
290,1,"OIF/OEF/OND","Ionizing Radiation","Don't Know",56.2
72,1,"ODSS","Ionizing Radiation","Yes",46.54
63,1,"ODSS","Ionizing Radiation","Don't Know",41.72
141,1,"ODSS","Ionizing Radiation","Don't Know",48.05
