"exposureName","conditionClass","milConflictCode","exposureValue","hasConditionClass","Freq","Percent","splitGroup"
"Prophylactic Meds","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,18,22.48,"Last Third"
"Prophylactic Meds","Genitourinary System Diseases","ODSS",NA,NA,9,1.56,"Second Third"
"Prophylactic Meds","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,41,53.03,"First Third"
"Prophylactic Meds","Genitourinary System Diseases","ODSS",NA,NA,17,15.25,"Last Third"
"Prophylactic Meds","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,11,11.81,"First Third"
"Prophylactic Meds","Genitourinary System Diseases","ODSS",NA,NA,5,8.06,"Second Third"
"Prophylactic Meds","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,48,68.05,"Second Third"
"Prophylactic Meds","Genitourinary System Diseases","ODSS",NA,NA,0,7.21,"Second Third"
"Prophylactic Meds","Heatstroke and Sunstroke","ODSS",NA,NA,23,22.37,"Last Third"
"Prophylactic Meds","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,3,0.6,"Last Third"
"Prophylactic Meds","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,35,54.81,"Second Third"
"Prophylactic Meds","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,16,13.91,"First Third"
"Prophylactic Meds","Heatstroke and Sunstroke","ODSS",NA,NA,10,15.77,"First Third"
"Prophylactic Meds","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,3,8.96,"Second Third"
"Prophylactic Meds","Heatstroke and Sunstroke","ODSS",NA,NA,46,57.88,"Second Third"
"Prophylactic Meds","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,13,18.31,"First Third"
"Prophylactic Meds","Hematological Conditions","ODSS",NA,NA,16,26.82,"First Third"
"Prophylactic Meds","Hematological Conditions","OIF/OEF/OND",NA,NA,1,4.3,"Second Third"
"Prophylactic Meds","Hematological Conditions","OIF/OEF/OND",NA,NA,47,71.73,"Second Third"
"Prophylactic Meds","Hematological Conditions","OIF/OEF/OND",NA,NA,10,8.91,"Last Third"
"Prophylactic Meds","Hematological Conditions","OIF/OEF/OND",NA,NA,16,16.02,"First Third"
"Prophylactic Meds","Hematological Conditions","ODSS",NA,NA,2,1.4,"Last Third"
"Prophylactic Meds","Hematological Conditions","OIF/OEF/OND",NA,NA,49,70.5,"Second Third"
"Prophylactic Meds","Hematological Conditions","ODSS",NA,NA,1,1.11,"First Third"
"Prophylactic Meds","Immune System Disorders","ODSS",NA,NA,11,13.53,"Last Third"
"Prophylactic Meds","Immune System Disorders","ODSS",NA,NA,13,14.7,"Second Third"
"Prophylactic Meds","Immune System Disorders","ODSS",NA,NA,24,30.28,"Last Third"
"Prophylactic Meds","Immune System Disorders","OIF/OEF/OND",NA,NA,31,37.74,"Last Third"
"Prophylactic Meds","Immune System Disorders","ODSS",NA,NA,6,15.69,"First Third"
"Prophylactic Meds","Immune System Disorders","OIF/OEF/OND",NA,NA,7,11.44,"Second Third"
"Prophylactic Meds","Immune System Disorders","ODSS",NA,NA,24,36.88,"Second Third"
"Prophylactic Meds","Immune System Disorders","OIF/OEF/OND",NA,NA,31,48.38,"First Third"
"Prophylactic Meds","Infectious Conditions","OIF/OEF/OND",NA,NA,12,12.21,"Last Third"
"Prophylactic Meds","Infectious Conditions","ODSS",NA,NA,7,12.48,"Last Third"
"Prophylactic Meds","Infectious Conditions","OIF/OEF/OND",NA,NA,28,42.17,"Last Third"
"Prophylactic Meds","Infectious Conditions","ODSS",NA,NA,29,22.86,"Second Third"
"Prophylactic Meds","Infectious Conditions","ODSS",NA,NA,6,12.87,"Second Third"
"Prophylactic Meds","Infectious Conditions","ODSS",NA,NA,9,13.87,"Last Third"
"Prophylactic Meds","Infectious Conditions","OIF/OEF/OND",NA,NA,37,50.85,"First Third"
"Prophylactic Meds","Infectious Conditions","ODSS",NA,NA,18,28.5,"Second Third"
"Prophylactic Meds","Musculoskeletal Conditions","ODSS",NA,NA,2,3.6,"First Third"
"Prophylactic Meds","Musculoskeletal Conditions","ODSS",NA,NA,15,24.14,"First Third"
"Prophylactic Meds","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,8,3.55,"Second Third"
"Prophylactic Meds","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,50,68.39,"Second Third"
"Prophylactic Meds","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,3,6.96,"First Third"
"Prophylactic Meds","Musculoskeletal Conditions","ODSS",NA,NA,10,14.05,"First Third"
"Prophylactic Meds","Musculoskeletal Conditions","ODSS",NA,NA,10,8.23,"First Third"
"Prophylactic Meds","Musculoskeletal Conditions","ODSS",NA,NA,42,68.53,"Last Third"
"Prophylactic Meds","Neoplasms","OIF/OEF/OND",NA,NA,24,19.73,"Last Third"
"Prophylactic Meds","Neoplasms","ODSS",NA,NA,7,5.39,"First Third"
"Prophylactic Meds","Neoplasms","OIF/OEF/OND",NA,NA,45,66.42,"Last Third"
"Prophylactic Meds","Neoplasms","ODSS",NA,NA,15,6.18,"First Third"
"Prophylactic Meds","Neoplasms","ODSS",NA,NA,15,14.87,"First Third"
"Prophylactic Meds","Neoplasms","ODSS",NA,NA,1,0.19,"Second Third"
"Prophylactic Meds","Neoplasms","OIF/OEF/OND",NA,NA,42,69.5,"Second Third"
"Prophylactic Meds","Neoplasms","OIF/OEF/OND",NA,NA,3,11.29,"First Third"
"Prophylactic Meds","Neurological Conditions","ODSS",NA,NA,4,6.08,"Last Third"
"Prophylactic Meds","Neurological Conditions","OIF/OEF/OND",NA,NA,26,24.28,"Last Third"
"Prophylactic Meds","Neurological Conditions","ODSS",NA,NA,1,9.76,"First Third"
"Prophylactic Meds","Neurological Conditions","ODSS",NA,NA,47,59.84,"Second Third"
"Prophylactic Meds","Neurological Conditions","ODSS",NA,NA,8,7.04,"Second Third"
"Prophylactic Meds","Neurological Conditions","OIF/OEF/OND",NA,NA,5,13.03,"Second Third"
"Prophylactic Meds","Neurological Conditions","OIF/OEF/OND",NA,NA,8,16.47,"Second Third"
"Prophylactic Meds","Neurological Conditions","ODSS",NA,NA,51,62.57,"Second Third"
"Prophylactic Meds","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,24,32.17,"Second Third"
"Prophylactic Meds","Nutritional and Metabolic Diseases","ODSS",NA,NA,3,1.58,"Last Third"
"Prophylactic Meds","Nutritional and Metabolic Diseases","ODSS",NA,NA,53,74.38,"First Third"
"Prophylactic Meds","Nutritional and Metabolic Diseases","ODSS",NA,NA,4,2.11,"First Third"
"Prophylactic Meds","Nutritional and Metabolic Diseases","ODSS",NA,NA,10,24.65,"Last Third"
"Prophylactic Meds","Nutritional and Metabolic Diseases","ODSS",NA,NA,2,5.52,"Second Third"
"Prophylactic Meds","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,58,74.47,"First Third"
"Prophylactic Meds","Psychiatric Conditions","OIF/OEF/OND",NA,NA,3,6.99,"Second Third"
"Prophylactic Meds","Psychiatric Conditions","ODSS",NA,NA,24,22.74,"Second Third"
"Prophylactic Meds","Psychiatric Conditions","OIF/OEF/OND",NA,NA,10,7.3,"First Third"
"Prophylactic Meds","Psychiatric Conditions","OIF/OEF/OND",NA,NA,50,62.49,"First Third"
"Prophylactic Meds","Psychiatric Conditions","OIF/OEF/OND",NA,NA,2,0.61,"First Third"
"Prophylactic Meds","Psychiatric Conditions","ODSS",NA,NA,11,17.67,"Second Third"
"Prophylactic Meds","Psychiatric Conditions","OIF/OEF/OND",NA,NA,8,14.86,"First Third"
"Prophylactic Meds","Psychiatric Conditions","OIF/OEF/OND",NA,NA,51,66.73,"Last Third"
"Prophylactic Meds","Respiratory Conditions","ODSS",NA,NA,17,22.92,"Last Third"
"Prophylactic Meds","Respiratory Conditions","OIF/OEF/OND",NA,NA,8,13.44,"First Third"
"Prophylactic Meds","Respiratory Conditions","OIF/OEF/OND",NA,NA,27,34.26,"First Third"
"Prophylactic Meds","Respiratory Conditions","OIF/OEF/OND",NA,NA,32,41.9,"Last Third"
"Prophylactic Meds","Respiratory Conditions","OIF/OEF/OND",NA,NA,7,13.74,"Second Third"
"Prophylactic Meds","Respiratory Conditions","ODSS",NA,NA,3,2.75,"Last Third"
"Prophylactic Meds","Respiratory Conditions","ODSS",NA,NA,25,40.14,"First Third"
"Prophylactic Meds","Respiratory Conditions","ODSS",NA,NA,31,47.58,"First Third"
"Prophylactic Meds","Sensory Organ Disease","OIF/OEF/OND",NA,NA,11,13.74,"First Third"
"Prophylactic Meds","Sensory Organ Disease","ODSS",NA,NA,11,15.34,"First Third"
"Prophylactic Meds","Sensory Organ Disease","OIF/OEF/OND",NA,NA,23,30.75,"Second Third"
"Prophylactic Meds","Sensory Organ Disease","OIF/OEF/OND",NA,NA,37,43.27,"Last Third"
"Prophylactic Meds","Sensory Organ Disease","OIF/OEF/OND",NA,NA,9,13.98,"Second Third"
"Prophylactic Meds","Sensory Organ Disease","OIF/OEF/OND",NA,NA,6,3.98,"Second Third"
"Prophylactic Meds","Sensory Organ Disease","OIF/OEF/OND",NA,NA,18,29.49,"First Third"
"Prophylactic Meds","Sensory Organ Disease","ODSS",NA,NA,32,44.47,"First Third"
"Prophylactic Meds","Substance Abuse Disorders","ODSS",NA,NA,17,23.8,"First Third"
"Prophylactic Meds","Substance Abuse Disorders","ODSS",NA,NA,1,5.75,"Second Third"
"Prophylactic Meds","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,44,54.4,"Second Third"
"Prophylactic Meds","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,13,11.76,"First Third"
"Prophylactic Meds","Substance Abuse Disorders","ODSS",NA,NA,16,29.38,"Second Third"
"Prophylactic Meds","Substance Abuse Disorders","ODSS",NA,NA,50,76.73,"Second Third"
"Prophylactic Meds","Substance Abuse Disorders","ODSS",NA,NA,9,14.28,"First Third"
"Radar/Microwaves","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,3,4.38,"Last Third"
"Radar/Microwaves","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,28,38.56,"First Third"
"Radar/Microwaves","Cardiovascular Conditions","ODSS",NA,NA,7,17.21,"Second Third"
"Radar/Microwaves","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,23,35.38,"Second Third"
"Radar/Microwaves","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,13,18.57,"Second Third"
"Radar/Microwaves","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,13,24.43,"First Third"
"Radar/Microwaves","Cardiovascular Conditions","ODSS",NA,NA,9,21.42,"Second Third"
"Radar/Microwaves","Cardiovascular Conditions","ODSS",NA,NA,17,32.92,"First Third"
"Radar/Microwaves","Chronic Multisymptom Disorder","ODSS",NA,NA,24,28.25,"First Third"
"Radar/Microwaves","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,14,24.9,"Second Third"
"Radar/Microwaves","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,17,22.5,"First Third"
"Radar/Microwaves","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,11,18.22,"Last Third"
"Radar/Microwaves","Chronic Multisymptom Disorder","ODSS",NA,NA,22,40.35,"Second Third"
"Radar/Microwaves","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,9,13.05,"Second Third"
"Radar/Microwaves","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,24,39.17,"First Third"
"Radar/Microwaves","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,11,5.19,"Second Third"
"Radar/Microwaves","Dermatological Conditions","ODSS",NA,NA,28,54.01,"First Third"
"Radar/Microwaves","Dermatological Conditions","OIF/OEF/OND",NA,NA,1,2.45,"Second Third"
"Radar/Microwaves","Dermatological Conditions","OIF/OEF/OND",NA,NA,25,33.99,"First Third"
"Radar/Microwaves","Dermatological Conditions","OIF/OEF/OND",NA,NA,8,9.1,"Second Third"
"Radar/Microwaves","Dermatological Conditions","OIF/OEF/OND",NA,NA,20,40.8,"Second Third"
"Radar/Microwaves","Dermatological Conditions","ODSS",NA,NA,2,5.87,"Second Third"
"Radar/Microwaves","Dermatological Conditions","ODSS",NA,NA,30,52.93,"Last Third"
"Radar/Microwaves","Dermatological Conditions","ODSS",NA,NA,2,0.81,"First Third"
"Radar/Microwaves","Endocrine Disorders","OIF/OEF/OND",NA,NA,24,36.95,"Last Third"
"Radar/Microwaves","Endocrine Disorders","OIF/OEF/OND",NA,NA,7,7.35,"First Third"
"Radar/Microwaves","Endocrine Disorders","OIF/OEF/OND",NA,NA,17,35.32,"Second Third"
"Radar/Microwaves","Endocrine Disorders","OIF/OEF/OND",NA,NA,7,11.03,"First Third"
"Radar/Microwaves","Endocrine Disorders","OIF/OEF/OND",NA,NA,25,52.45,"First Third"
"Radar/Microwaves","Endocrine Disorders","OIF/OEF/OND",NA,NA,3,0.32,"Last Third"
"Radar/Microwaves","Endocrine Disorders","ODSS",NA,NA,22,48.91,"Second Third"
"Radar/Microwaves","Endocrine Disorders","OIF/OEF/OND",NA,NA,0,9,"Second Third"
"Radar/Microwaves","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,14,17.23,"First Third"
"Radar/Microwaves","Gastrointestinal Conditions","ODSS",NA,NA,12,31.11,"First Third"
"Radar/Microwaves","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,11,16.46,"First Third"
"Radar/Microwaves","Gastrointestinal Conditions","ODSS",NA,NA,22,32.91,"First Third"
"Radar/Microwaves","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,16,25.61,"Last Third"
"Radar/Microwaves","Gastrointestinal Conditions","ODSS",NA,NA,15,20.63,"Last Third"
"Radar/Microwaves","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,12,17.25,"Last Third"
"Radar/Microwaves","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,11,28.29,"Second Third"
"Radar/Microwaves","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,15,35.93,"Second Third"
"Radar/Microwaves","Genitourinary System Diseases","ODSS",NA,NA,13,7.74,"Second Third"
"Radar/Microwaves","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,17,36.2,"First Third"
"Radar/Microwaves","Genitourinary System Diseases","ODSS",NA,NA,5,16.93,"First Third"
"Radar/Microwaves","Genitourinary System Diseases","ODSS",NA,NA,25,42.75,"Last Third"
"Radar/Microwaves","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,2,13.96,"Last Third"
"Radar/Microwaves","Genitourinary System Diseases","ODSS",NA,NA,26,43.08,"First Third"
"Radar/Microwaves","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,13,12.99,"First Third"
"Radar/Microwaves","Heatstroke and Sunstroke","ODSS",NA,NA,25,37.34,"Last Third"
"Radar/Microwaves","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,4,11.33,"Last Third"
"Radar/Microwaves","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,19,31.85,"First Third"
"Radar/Microwaves","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,4,18.4,"First Third"
"Radar/Microwaves","Heatstroke and Sunstroke","ODSS",NA,NA,26,47.71,"First Third"
"Radar/Microwaves","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,5,1.87,"Second Third"
"Radar/Microwaves","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,26,36.67,"First Third"
"Radar/Microwaves","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,6,18.03,"Last Third"
"Radar/Microwaves","Hematological Conditions","OIF/OEF/OND",NA,NA,28,44.84,"First Third"
"Radar/Microwaves","Hematological Conditions","OIF/OEF/OND",NA,NA,1,3.03,"Last Third"
"Radar/Microwaves","Hematological Conditions","ODSS",NA,NA,27,36.09,"Last Third"
"Radar/Microwaves","Hematological Conditions","OIF/OEF/OND",NA,NA,8,8.18,"First Third"
"Radar/Microwaves","Hematological Conditions","OIF/OEF/OND",NA,NA,25,41.57,"Second Third"
"Radar/Microwaves","Hematological Conditions","ODSS",NA,NA,10,5.07,"Last Third"
"Radar/Microwaves","Hematological Conditions","ODSS",NA,NA,22,50.94,"Last Third"
"Radar/Microwaves","Hematological Conditions","OIF/OEF/OND",NA,NA,7,8.92,"Second Third"
"Radar/Microwaves","Immune System Disorders","ODSS",NA,NA,13,26.72,"Second Third"
"Radar/Microwaves","Immune System Disorders","ODSS",NA,NA,18,35.84,"Second Third"
"Radar/Microwaves","Immune System Disorders","ODSS",NA,NA,15,20.42,"First Third"
"Radar/Microwaves","Immune System Disorders","ODSS",NA,NA,10,23.14,"Last Third"
"Radar/Microwaves","Immune System Disorders","ODSS",NA,NA,13,24.52,"First Third"
"Radar/Microwaves","Immune System Disorders","ODSS",NA,NA,14,27.77,"Last Third"
"Radar/Microwaves","Immune System Disorders","ODSS",NA,NA,18,28.07,"Second Third"
"Radar/Microwaves","Immune System Disorders","OIF/OEF/OND",NA,NA,10,22.1,"Second Third"
"Radar/Microwaves","Infectious Conditions","ODSS",NA,NA,22,30.34,"Last Third"
"Radar/Microwaves","Infectious Conditions","OIF/OEF/OND",NA,NA,18,20.79,"Second Third"
"Radar/Microwaves","Infectious Conditions","ODSS",NA,NA,20,31.11,"First Third"
"Radar/Microwaves","Infectious Conditions","OIF/OEF/OND",NA,NA,14,22.73,"Second Third"
"Radar/Microwaves","Infectious Conditions","ODSS",NA,NA,16,31.45,"First Third"
"Radar/Microwaves","Infectious Conditions","ODSS",NA,NA,9,19.85,"First Third"
"Radar/Microwaves","Infectious Conditions","OIF/OEF/OND",NA,NA,24,21.41,"Last Third"
"Radar/Microwaves","Infectious Conditions","OIF/OEF/OND",NA,NA,14,15.13,"First Third"
"Radar/Microwaves","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,3,8.23,"Last Third"
"Radar/Microwaves","Musculoskeletal Conditions","ODSS",NA,NA,27,41.44,"Second Third"
"Radar/Microwaves","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,1,2.42,"Last Third"
"Radar/Microwaves","Musculoskeletal Conditions","ODSS",NA,NA,25,49.06,"Last Third"
"Radar/Microwaves","Musculoskeletal Conditions","ODSS",NA,NA,18,14.62,"Second Third"
"Radar/Microwaves","Musculoskeletal Conditions","ODSS",NA,NA,17,36.93,"Last Third"
"Radar/Microwaves","Musculoskeletal Conditions","ODSS",NA,NA,4,6.2,"Last Third"
"Radar/Microwaves","Musculoskeletal Conditions","ODSS",NA,NA,21,44.79,"Last Third"
"Radar/Microwaves","Neoplasms","OIF/OEF/OND",NA,NA,26,40.3,"First Third"
"Radar/Microwaves","Neoplasms","OIF/OEF/OND",NA,NA,0,13.2,"Second Third"
"Radar/Microwaves","Neoplasms","ODSS",NA,NA,28,43.06,"Last Third"
"Radar/Microwaves","Neoplasms","OIF/OEF/OND",NA,NA,0,2.42,"Last Third"
"Radar/Microwaves","Neoplasms","ODSS",NA,NA,30,46.57,"Last Third"
"Radar/Microwaves","Neoplasms","ODSS",NA,NA,8,3.22,"Second Third"
"Radar/Microwaves","Neoplasms","ODSS",NA,NA,26,39.67,"Second Third"
"Radar/Microwaves","Neoplasms","OIF/OEF/OND",NA,NA,7,11.9,"Second Third"
"Radar/Microwaves","Neurological Conditions","OIF/OEF/OND",NA,NA,10,10.97,"Last Third"
"Radar/Microwaves","Neurological Conditions","ODSS",NA,NA,21,33.51,"First Third"
"Radar/Microwaves","Neurological Conditions","OIF/OEF/OND",NA,NA,4,1.15,"Last Third"
"Radar/Microwaves","Neurological Conditions","OIF/OEF/OND",NA,NA,26,45.55,"First Third"
"Radar/Microwaves","Neurological Conditions","ODSS",NA,NA,7,8.34,"Last Third"
"Radar/Microwaves","Neurological Conditions","OIF/OEF/OND",NA,NA,21,39.56,"Second Third"
"Radar/Microwaves","Neurological Conditions","OIF/OEF/OND",NA,NA,11,5.41,"Second Third"
"Radar/Microwaves","Neurological Conditions","ODSS",NA,NA,20,31.38,"Last Third"
"Radar/Microwaves","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,27,38.57,"Second Third"
"Radar/Microwaves","Nutritional and Metabolic Diseases","ODSS",NA,NA,7,1.89,"Last Third"
"Radar/Microwaves","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,30,50.28,"Second Third"
"Radar/Microwaves","Nutritional and Metabolic Diseases","ODSS",NA,NA,1,1.25,"Last Third"
"Radar/Microwaves","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,23,43.04,"Second Third"
"Radar/Microwaves","Nutritional and Metabolic Diseases","ODSS",NA,NA,1,4.79,"Second Third"
"Radar/Microwaves","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,30,51.09,"First Third"
"Radar/Microwaves","Psychiatric Conditions","OIF/OEF/OND",NA,NA,11,0.47,"Second Third"
"Radar/Microwaves","Psychiatric Conditions","ODSS",NA,NA,19,39.11,"Last Third"
"Radar/Microwaves","Psychiatric Conditions","OIF/OEF/OND",NA,NA,5,2.44,"Last Third"
"Radar/Microwaves","Psychiatric Conditions","OIF/OEF/OND",NA,NA,31,48.93,"First Third"
"Radar/Microwaves","Psychiatric Conditions","ODSS",NA,NA,9,11.66,"Second Third"
"Radar/Microwaves","Psychiatric Conditions","OIF/OEF/OND",NA,NA,21,37.19,"First Third"
"Radar/Microwaves","Psychiatric Conditions","ODSS",NA,NA,4,4.81,"Second Third"
"Radar/Microwaves","Psychiatric Conditions","ODSS",NA,NA,23,40.08,"First Third"
"Radar/Microwaves","Respiratory Conditions","OIF/OEF/OND",NA,NA,16,20.68,"First Third"
"Radar/Microwaves","Respiratory Conditions","OIF/OEF/OND",NA,NA,15,29.95,"First Third"
"Radar/Microwaves","Respiratory Conditions","ODSS",NA,NA,13,22.67,"Second Third"
"Radar/Microwaves","Respiratory Conditions","OIF/OEF/OND",NA,NA,18,25.25,"First Third"
"Radar/Microwaves","Respiratory Conditions","OIF/OEF/OND",NA,NA,10,25.88,"Second Third"
"Radar/Microwaves","Respiratory Conditions","ODSS",NA,NA,18,23.83,"Second Third"
"Radar/Microwaves","Respiratory Conditions","ODSS",NA,NA,7,23.64,"Last Third"
"Radar/Microwaves","Respiratory Conditions","OIF/OEF/OND",NA,NA,12,30.77,"Last Third"
"Radar/Microwaves","Sensory Organ Disease","OIF/OEF/OND",NA,NA,17,29.53,"Last Third"
"Radar/Microwaves","Sensory Organ Disease","ODSS",NA,NA,5,5.08,"First Third"
"Radar/Microwaves","Sensory Organ Disease","OIF/OEF/OND",NA,NA,5,10.34,"Last Third"
"Radar/Microwaves","Sensory Organ Disease","ODSS",NA,NA,21,35.07,"Second Third"
"Radar/Microwaves","Sensory Organ Disease","ODSS",NA,NA,14,30.68,"Second Third"
"Radar/Microwaves","Sensory Organ Disease","OIF/OEF/OND",NA,NA,13,19.24,"First Third"
"Radar/Microwaves","Sensory Organ Disease","OIF/OEF/OND",NA,NA,12,26.08,"Last Third"
"Radar/Microwaves","Sensory Organ Disease","OIF/OEF/OND",NA,NA,15,22.23,"First Third"
"Radar/Microwaves","Substance Abuse Disorders","ODSS",NA,NA,24,41.55,"First Third"
"Radar/Microwaves","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,4,12.39,"First Third"
"Radar/Microwaves","Substance Abuse Disorders","ODSS",NA,NA,20,47.21,"First Third"
"Radar/Microwaves","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,3,13.8,"Second Third"
"Radar/Microwaves","Substance Abuse Disorders","ODSS",NA,NA,25,47.54,"First Third"
"Radar/Microwaves","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,3,4.92,"First Third"
"Radar/Microwaves","Substance Abuse Disorders","ODSS",NA,NA,26,49.95,"First Third"
"Radar/Microwaves","Substance Abuse Disorders","ODSS",NA,NA,4,15.89,"First Third"
"Sand/Dust","Cardiovascular Conditions","ODSS",NA,NA,6,14.23,"Second Third"
"Sand/Dust","Cardiovascular Conditions","ODSS",NA,NA,8,8.7,"Second Third"
"Sand/Dust","Cardiovascular Conditions","ODSS",NA,NA,24,23.65,"First Third"
"Sand/Dust","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,60,57.59,"Last Third"
"Sand/Dust","Cardiovascular Conditions","ODSS",NA,NA,2,5.86,"Last Third"
"Sand/Dust","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,8,13.67,"Last Third"
"Sand/Dust","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,35,38.21,"Last Third"
"Sand/Dust","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,27,41.1,"Second Third"
"Sand/Dust","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,10,7.55,"First Third"
"Sand/Dust","Chronic Multisymptom Disorder","ODSS",NA,NA,5,8.6,"First Third"
"Sand/Dust","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,46,47.33,"Last Third"
"Sand/Dust","Chronic Multisymptom Disorder","ODSS",NA,NA,37,36.19,"Last Third"
"Sand/Dust","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,7,12.5,"Last Third"
"Sand/Dust","Chronic Multisymptom Disorder","ODSS",NA,NA,1,5.26,"First Third"
"Sand/Dust","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,55,68.93,"First Third"
"Sand/Dust","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,14,15.64,"Last Third"
"Sand/Dust","Dermatological Conditions","OIF/OEF/OND",NA,NA,15,19,"Last Third"
"Sand/Dust","Dermatological Conditions","OIF/OEF/OND",NA,NA,75,82.45,"First Third"
"Sand/Dust","Dermatological Conditions","OIF/OEF/OND",NA,NA,13,9.1,"Last Third"
"Sand/Dust","Dermatological Conditions","OIF/OEF/OND",NA,NA,14,10.48,"First Third"
"Sand/Dust","Dermatological Conditions","ODSS",NA,NA,3,1.84,"Second Third"
"Sand/Dust","Dermatological Conditions","ODSS",NA,NA,59,69.83,"First Third"
"Sand/Dust","Dermatological Conditions","ODSS",NA,NA,7,7.06,"Last Third"
"Sand/Dust","Endocrine Disorders","OIF/OEF/OND",NA,NA,10,11.78,"Last Third"
"Sand/Dust","Endocrine Disorders","OIF/OEF/OND",NA,NA,5,0.68,"Last Third"
"Sand/Dust","Endocrine Disorders","OIF/OEF/OND",NA,NA,57,57.08,"Second Third"
"Sand/Dust","Endocrine Disorders","OIF/OEF/OND",NA,NA,23,30.39,"Last Third"
"Sand/Dust","Endocrine Disorders","ODSS",NA,NA,10,21.21,"Last Third"
"Sand/Dust","Endocrine Disorders","ODSS",NA,NA,55,70,"Last Third"
"Sand/Dust","Endocrine Disorders","OIF/OEF/OND",NA,NA,12,15.92,"Second Third"
"Sand/Dust","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,1,7.64,"First Third"
"Sand/Dust","Gastrointestinal Conditions","ODSS",NA,NA,14,11.29,"Second Third"
"Sand/Dust","Gastrointestinal Conditions","ODSS",NA,NA,32,30.11,"First Third"
"Sand/Dust","Gastrointestinal Conditions","ODSS",NA,NA,57,47.37,"Last Third"
"Sand/Dust","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,3,1.97,"Second Third"
"Sand/Dust","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,6,9.41,"First Third"
"Sand/Dust","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,33,47.23,"First Third"
"Sand/Dust","Gastrointestinal Conditions","ODSS",NA,NA,25,45.6,"Last Third"
"Sand/Dust","Genitourinary System Diseases","ODSS",NA,NA,8,14.59,"Last Third"
"Sand/Dust","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,3,4.23,"Last Third"
"Sand/Dust","Genitourinary System Diseases","ODSS",NA,NA,66,54.78,"Second Third"
